Date,High,Low,Open,Close,Volume,MarketCap
1/6/2016 23:59,0.960659027,0.935707986,0.950028002,0.950860023,308791,72317149.06
1/7/2016 23:59,0.974623024,0.935829997,0.95580101,0.942004979,647462,71667152.12
1/8/2016 23:59,0.991824985,0.939715028,0.942752004,0.986788988,545600,75099809.23
1/9/2016 23:59,0.992344975,0.97359997,0.985500991,0.986832976,226281,75128312.24
1/10/2016 23:59,1.001029968,0.975099027,0.98555702,0.999230981,390888,76097646.37
1/11/2016 23:59,1.069910049,0.99921602,0.99921602,1.06159997,1011920,80874514.48
1/12/2016 23:59,1.28283,1.050089955,1.066100001,1.141000032,2898760,86951445.92
1/13/2016 23:59,1.152179956,1.077029943,1.135470033,1.125200033,1005910,85775571.84
1/14/2016 23:59,1.189589977,1.103189945,1.122099996,1.189589977,751961,90714398.68
1/15/2016 23:59,1.319380045,1.142930031,1.184440017,1.208009958,3910550,92149709.35
1/16/2016 23:59,1.308159947,1.168009996,1.220460057,1.220289946,2462630,93117298.09
1/17/2016 23:59,1.328830004,1.20776999,1.221469998,1.327469945,1171150,101329330.1
1/18/2016 23:59,1.542899966,1.322219968,1.332309961,1.426339984,4278930,108912541.7
1/19/2016 23:59,1.46468997,1.305009961,1.422610044,1.371389985,2446740,104750745.9
1/20/2016 23:59,1.619240046,1.353710055,1.363180041,1.531820059,2933220,117043471.8
1/21/2016 23:59,1.585489988,1.486690044,1.532699943,1.553570032,1614960,118743869
1/22/2016 23:59,1.581459999,1.465880036,1.547029972,1.501270056,1567240,114784064.9
1/23/2016 23:59,2.030119896,1.49605,1.504119992,1.972669959,7370980,150874911.8
1/24/2016 23:59,2.298419952,1.900539994,1.900539994,2.141200066,9669770,163819883.5
1/25/2016 23:59,2.662580013,2.056139946,2.14763999,2.499269962,10739300,191276219.8
1/26/2016 23:59,2.836990118,1.99477005,2.532740116,2.276370049,13939200,174275655.9
1/27/2016 23:59,2.594939947,2.188649893,2.2474401,2.388550043,6961080,182923579.8
1/28/2016 23:59,2.684669971,2.342030048,2.406450033,2.526489973,4903850,193551355.7
1/29/2016 23:59,2.606770039,2.303900003,2.542979956,2.49496007,6662340,191198054.8
1/30/2016 23:59,2.611809969,2.398920059,2.507719994,2.445060015,3725080,187435391.2
1/31/2016 23:59,2.530970097,2.186350107,2.443150043,2.306040049,5847500,176834423.9
2/1/2016 23:59,2.319689989,2.116309881,2.319689989,2.211689949,3994100,169654870.5
2/2/2016 23:59,2.448980093,2.157200098,2.215189934,2.439640045,3451270,187200921.7
2/3/2016 23:59,2.540169954,2.341619968,2.431930065,2.5286901,3987750,194099729.6
2/4/2016 23:59,2.629539967,2.436460018,2.529030085,2.578039885,3552320,197953036.7
2/5/2016 23:59,2.606179953,2.470920086,2.570349932,2.538990021,2636700,195018591.8
2/6/2016 23:59,2.561150074,2.472009897,2.533819914,2.534460068,1921240,194733892.1
2/7/2016 23:59,3.058190107,2.536380053,2.536410093,2.964339972,7007060,227838892.3
2/8/2016 23:59,3.274280071,2.875370026,2.97300005,3.17979002,9725690,244479014.3
2/9/2016 23:59,4.044640064,3.168750048,3.174989939,4.044640064,17954000,311075408.1
2/10/2016 23:59,4.861440182,3.78309989,4.000549793,4.436260223,28640400,341305129.3
2/11/2016 23:59,6.292230129,4.338300228,4.496819973,6.013100147,26408200,462770854.8
2/12/2016 23:59,6.582749844,5.070759773,5.946149826,5.546979904,23360800,427037697.2
2/13/2016 23:59,5.719540119,4.190000057,5.685050011,5.385320187,24218800,414729231.3
2/14/2016 23:59,5.465060234,4.445710182,5.404329777,5.239729881,11226500,403647764.3
2/15/2016 23:59,5.88699007,5.018559933,5.330530167,5.288350105,13934200,407524960.3
2/16/2016 23:59,5.474860191,4.033840179,5.328320026,4.315289974,15889100,332648533.4
2/17/2016 23:59,4.767069817,3.497370005,4.289169788,3.757240057,15451000,289721943
2/18/2016 23:59,4.770569801,3.420880079,3.774699926,4.399129868,17054000,339328346.5
2/19/2016 23:59,4.793220043,4.274690151,4.384789944,4.737889767,7666320,365577845.3
2/20/2016 23:59,4.754059792,4.12706995,4.682199955,4.341330051,8631090,335088727.4
2/21/2016 23:59,4.711510181,4.227610111,4.360549927,4.653619766,6413550,359310563.1
2/22/2016 23:59,5.645709991,4.635250092,4.664949894,5.616499901,15056200,433798973.6
2/23/2016 23:59,5.947639942,5.387819767,5.684929848,5.586209774,13380600,431598156.7
2/24/2016 23:59,6.236470222,5.509250164,5.604050159,6.236470222,11426500,481995066.5
2/25/2016 23:59,6.647409916,5.551239967,6.186709881,6.104800224,21471800,471975063.7
2/26/2016 23:59,6.268750191,5.739049911,6.037829876,5.92166996,9526860,457966534.8
2/27/2016 23:59,6.526919842,5.920519829,5.963079929,6.425859928,8903210,497119697.8
2/28/2016 23:59,6.619339943,6.238369942,6.405509949,6.468349934,9851660,500569665.2
2/29/2016 23:59,6.614510059,6.054289818,6.455649853,6.33698988,7648020,490556569.9
3/1/2016 23:59,7.908639908,6.308849812,6.319310188,7.653689861,23098100,592677992.7
3/2/2016 23:59,8.75345993,7.37130022,7.633029938,8.465390205,29130200,655748795.7
3/3/2016 23:59,10.09739971,8.332030296,8.442290306,9.294150352,40314900,720179291
3/4/2016 23:59,10.40600014,8.479419708,9.240559578,10.40600014,35520100,806593727.4
3/5/2016 23:59,12.27400017,9.972900391,10.37030029,11.00370026,56439600,853205226.2
3/6/2016 23:59,11.83600044,9.993610382,11.20400047,11.38290024,39112000,882886756.1
3/7/2016 23:59,11.65190029,9.309490204,11.42879963,9.552630424,34085100,741166643.2
3/8/2016 23:59,10.16639996,8.815770149,9.582139969,9.84720993,25524300,764269545.2
3/9/2016 23:59,12.0546999,9.67098999,9.792420387,11.89799976,27540500,923733301.1
3/10/2016 23:59,12.23929977,10.99110031,11.88150024,11.30500031,26851500,877988473.3
3/11/2016 23:59,11.59990025,10.39369965,11.22159958,11.08279991,21002700,861012042.6
3/12/2016 23:59,13.5333004,11.08769989,11.13070011,13.5333004,48957300,1051728778
3/13/2016 23:59,15.25710011,13.4673996,13.51019955,14.47500038,43915100,1125287882
3/14/2016 23:59,15.01299953,11.58209991,14.51220036,12.45259953,58385100,968384041.3
3/15/2016 23:59,13.19779968,12.04679966,13.0017004,13.01000023,28404500,1012119266
3/16/2016 23:59,13.73069954,12.49540043,13.02159977,12.52089977,24335500,974447124.7
3/17/2016 23:59,12.64350033,10.44260025,12.55869961,11.08150005,41650600,865792702.5
3/18/2016 23:59,11.17879963,8.52451992,11.10910034,10.99810028,53956800,859618881.2
3/19/2016 23:59,11.20370007,9.776630402,11.20370007,10.53069973,26735700,823422649.6
3/20/2016 23:59,10.90380001,9.570400238,10.5163002,10.31980038,17651100,807256577
3/21/2016 23:59,12.01490021,10.16160011,10.30370045,11.86410046,28572600,928428770
3/22/2016 23:59,12.02519989,11.17700005,11.87919998,11.2748003,19730300,883434496.8
3/23/2016 23:59,12.43260002,11.23709965,11.32789993,12.41670036,19353200,973296474.8
3/24/2016 23:59,12.50160027,10.80350018,12.44219971,11.23499966,26081800,881027910.3
3/25/2016 23:59,11.37290001,10.52719975,11.26029968,10.7432003,13782000,842804288.8
3/26/2016 23:59,11.18080044,10.58920002,10.76790047,10.97399998,9425480,861261382.6
3/27/2016 23:59,11.05420017,10.11209965,10.9861002,10.41919994,16744800,818048966.6
3/28/2016 23:59,11.86130047,10.40750027,10.4314003,11.66559982,23188300,916272915.5
3/29/2016 23:59,11.91359997,11.34980011,11.75269985,11.65639973,17684200,915917612.4
3/30/2016 23:59,12.17850018,11.46920013,11.60529995,11.95289993,19351200,939593767.1
3/31/2016 23:59,12.01189995,11.31569958,11.9197998,11.4034996,14966700,896764774.2
4/1/2016 23:59,11.85039997,11.40060043,11.40060043,11.66359997,11373100,917590806.5
4/2/2016 23:59,11.68879986,11.3987999,11.63059998,11.59889984,8682620,912861403.6
4/3/2016 23:59,11.70639992,11.50870037,11.62829971,11.61830044,5580550,914757198.6
4/4/2016 23:59,11.6157999,11.0163002,11.6157999,11.1573,9599070,878817014.8
4/5/2016 23:59,11.21249962,10.13469982,11.21249962,10.43809986,20557300,822498173.2
4/6/2016 23:59,10.97000027,10.27729988,10.44979954,10.68540001,16997100,842318789.2
4/7/2016 23:59,10.80970001,9.953630447,10.69519997,10.06970024,13464500,794097554
4/8/2016 23:59,10.38749981,9.655579567,10.07740021,9.719590187,14660600,766797893.1
4/9/2016 23:59,10.08889961,9.06814003,9.69423008,9.150620461,16194800,722193576.1
4/10/2016 23:59,9.224720001,7.455639839,9.149849892,8.936340332,42613400,705565729.9
4/11/2016 23:59,8.946640015,8.00317955,8.942779541,8.643790245,15138100,682735835.1
4/12/2016 23:59,8.6394701,7.154160023,8.6394701,7.442309856,23190100,588069233.9
4/13/2016 23:59,8.719770432,7.069220066,7.441359997,8.044420242,31403300,635899506.8
4/14/2016 23:59,8.757040024,8.021519661,8.075169563,8.38724041,13590700,663262433.6
4/15/2016 23:59,8.616200447,8.097330093,8.386059761,8.242779732,12179000,652099781.1
4/16/2016 23:59,8.649760246,8.114439964,8.235879898,8.609499931,9888460,681383665.9
4/17/2016 23:59,9.701999664,8.560779572,8.623189926,9.309100151,24619600,737045140.4
4/18/2016 23:59,9.506660461,8.496870041,9.332730293,9.036000252,21084100,715710192.6
4/19/2016 23:59,9.306240082,8.595459938,9.075329781,8.71487999,12899100,690548723.5
4/20/2016 23:59,8.825389862,8.313759804,8.68819046,8.465789795,15634700,671081004.2
4/21/2016 23:59,8.721830368,7.962220192,8.45345974,8.102169991,13355400,642511136.7
4/22/2016 23:59,8.272319794,7.668479919,8.149920464,7.821259975,13309300,620481616
4/23/2016 23:59,8.552929878,7.73774004,7.791830063,8.294790268,14565200,658310821.8
4/24/2016 23:59,8.473970413,7.95980978,8.293430328,8.001350403,10786400,635274078.4
4/25/2016 23:59,8.094599724,7.2365098,8.007769585,7.554339886,18239900,600026226.3
4/26/2016 23:59,7.551819801,7.058979988,7.526549816,7.39703989,17667300,587763649.6
4/27/2016 23:59,7.967740059,7.319690228,7.388390064,7.759970188,19254500,616849025.6
4/28/2016 23:59,7.913070202,7.166399956,7.740690231,7.172530174,11576000,570380061.1
4/29/2016 23:59,7.730959892,7.171889782,7.207029819,7.457290173,8762080,593261113.9
4/30/2016 23:59,9.366499901,7.453909874,7.453909874,8.813980103,36573300,701473016.6
5/1/2016 23:59,9.011779785,8.432359695,8.775079727,8.846500397,16713800,704335724.7
5/2/2016 23:59,10.32149982,8.850720406,8.894240379,10.16320038,41019200,809492236.1
5/3/2016 23:59,10.1651001,9.279800415,10.1651001,9.31126976,21463900,741932869.2
5/4/2016 23:59,10.03409958,9.267519951,9.38286972,9.413769722,17622400,750396087.2
5/5/2016 23:59,10.04599953,9.29211998,9.396730423,9.826100349,18296200,783576042.3
5/6/2016 23:59,9.952190399,9.037010193,9.809610367,9.346639633,21510600,745638475.9
5/7/2016 23:59,9.475790024,9.212100029,9.315649986,9.370510101,10806500,747838842.4
5/8/2016 23:59,9.597499847,8.926859856,9.372900009,9.482930183,15031000,757112769.3
5/9/2016 23:59,9.641160011,9.203700066,9.494039536,9.297730446,13085300,742621898.7
5/10/2016 23:59,9.479020119,9.261360168,9.282649994,9.361519814,9321790,748013845.9
5/11/2016 23:59,10.01189995,9.389260292,9.431429863,9.996279716,15267500,799045672.8
5/12/2016 23:59,10.50629997,9.856410027,9.995109558,10.05780029,24137700,804287196
5/13/2016 23:59,11.05280018,10.01840019,10.06229973,10.50660038,31276900,840514936
5/14/2016 23:59,10.61499977,9.807920456,10.50510025,10.23970032,18808000,819487228
5/15/2016 23:59,10.44449997,9.926420212,10.23859978,9.962349892,9218400,797607882.6
5/16/2016 23:59,11.44029999,9.968700409,9.968700409,11.17129993,29079900,894750992
5/17/2016 23:59,12.48700047,11.15260029,11.19320011,12.19880009,37198700,977439936
5/18/2016 23:59,14.25899982,12.17930031,12.17930031,13.55860043,65389900,1086834954
5/19/2016 23:59,14.87279987,13.33759975,13.54279995,14.76970005,53757500,1184385765
5/20/2016 23:59,15.04819965,13.3842001,14.85319996,13.63560009,50544100,1093879433
5/21/2016 23:59,14.05119991,13.11900043,13.68970013,14.01500034,24648400,1124761560
5/22/2016 23:59,14.34640026,13.76580048,14.04049969,14.28610039,17938900,1146979484
5/23/2016 23:59,14.49240017,13.19219971,14.27980042,13.46150017,23842800,1081207347
5/24/2016 23:59,13.77429962,12.01410007,13.30539989,12.7322998,41560600,1023046506
5/25/2016 23:59,12.89840031,11.76659966,12.79319954,12.52600002,27444700,1006875564
5/26/2016 23:59,12.98659992,12.05920029,12.51609993,12.43039989,20764000,999589701.6
5/27/2016 23:59,12.38939953,10.50269985,12.38939953,11.29580021,57496400,908715671
5/28/2016 23:59,12.36330032,10.37339973,11.33320045,11.89290047,47274800,957134590.2
5/29/2016 23:59,12.69079971,11.77680016,12.11219978,12.35039997,28598400,994349367
5/30/2016 23:59,12.88059998,12.26580048,12.32530022,12.72529984,14733800,1024940354
5/31/2016 23:59,14.26729965,12.64220047,12.74349976,14.07730007,42433400,1134278934
6/1/2016 23:59,14.31550026,13.43889999,14.10980034,14.00150013,22471300,1128621280
6/2/2016 23:59,14.04839993,13.62919998,13.99170017,13.73799992,10477200,1107823663
6/3/2016 23:59,13.87380028,13.25430012,13.74289989,13.84669971,22981500,1117035879
6/4/2016 23:59,13.94540024,13.42179966,13.86429977,13.74040031,15792400,1108902326
6/5/2016 23:59,14.07219982,13.56779957,13.76249981,13.97500038,11088400,1128276672
6/6/2016 23:59,14.05850029,13.73490047,14.0007,13.93410015,8720400,1125426017
6/7/2016 23:59,14.51200008,13.81459999,13.9453001,14.51200008,21421600,1172565099
6/8/2016 23:59,14.77960014,14.27519989,14.50790024,14.41769981,16941800,1165411416
6/9/2016 23:59,14.56719971,14.34020042,14.43060017,14.39859962,8256830,1164331165
6/10/2016 23:59,14.43179989,13.82069969,14.37590027,13.90859985,11312900,1125141726
6/11/2016 23:59,14.19159985,13.72029972,13.90909958,14.19159985,12176500,1148494818
6/12/2016 23:59,15.89999962,14.18640041,14.18640041,15.74370003,38210300,1274609697
6/13/2016 23:59,17.64419937,15.71959972,15.77229977,17.60269928,38023400,1425681023
6/14/2016 23:59,19.27350044,17.29859924,17.6128006,18.89319992,64412200,1530808958
6/15/2016 23:59,18.90530014,17.70949936,18.90530014,18.35429955,19393400,1487730475
6/16/2016 23:59,20.82970047,18.3628006,18.3628006,20.58860016,38531000,1669490450
